dim,deg,parallel_depth,max_cpu,avg_time
3,6,7,6,0.04044272899627686
3,6,7,8,0.036276602745056154
3,6,7,10,0.03071744441986084
3,6,7,12,0.03411252498626709
3,6,7,14,0.03512184619903565
3,6,7,16,0.03962361812591553
3,6,7,18,0.04288790225982666
3,6,7,20,0.038641357421875
3,6,7,22,0.04138250350952148
3,6,7,24,0.04147636890411377
3,6,7,26,0.04579031467437744
3,6,7,28,0.04436037540435791
3,6,7,30,0.0433344841003418
3,6,7,32,0.04568982124328613
3,6,7,34,0.0442659854888916
3,6,7,36,0.046227312088012694
3,6,7,38,0.04859139919281006
3,6,7,40,0.047494006156921384
3,6,8,2,0.0725696325302124
3,6,8,4,0.04774603843688965
3,6,8,6,0.039420700073242186
3,6,8,8,0.034431290626525876
3,6,8,10,0.03162450790405273
3,6,8,12,0.03775477409362793
3,6,8,14,0.03617649078369141
3,6,8,16,0.041480422019958496
3,6,8,18,0.04221711158752441
3,6,8,20,0.044659090042114255
3,6,8,22,0.04205291271209717
3,6,8,24,0.04725966453552246
3,6,8,26,0.04480769634246826
3,6,8,28,0.04243679046630859
3,6,8,30,0.04430203437805176
3,6,8,32,0.04661052227020264
3,6,8,34,0.045304393768310545
3,6,8,36,0.047014713287353516
3,6,8,38,0.047629046440124514
3,6,8,40,0.04852848052978516
3,7,0,1,0.15378432273864745
3,7,1,2,0.11370236873626709
3,7,1,4,0.09118771553039551
3,7,1,6,0.08773305416107177
3,7,1,8,0.08835129737854004
3,7,1,10,0.0877652645111084
3,7,1,12,0.08755435943603515
3,7,1,14,0.08837902545928955
3,7,1,16,0.088173246383667
3,7,1,18,0.08691847324371338
3,7,1,20,0.08779630661010743
3,7,1,22,0.08815810680389405
3,7,1,24,0.08648583889007569
3,7,1,26,0.08683714866638184
3,7,1,28,0.08742425441741944
3,7,1,30,0.08850398063659667
3,7,1,32,0.08836255073547364
3,7,1,34,0.0869675874710083
3,7,1,36,0.08814496994018554
3,7,1,38,0.08849174976348877
3,7,1,40,0.08838198184967042
3,7,2,2,0.11012840270996094
3,7,2,4,0.07574138641357422
3,7,2,6,0.06685972213745117
3,7,2,8,0.0632544994354248
3,7,2,10,0.066536545753479
3,7,2,12,0.06734087467193603
3,7,2,14,0.07129871845245361
3,7,2,16,0.07232892513275146
3,7,2,18,0.07172777652740478
3,7,2,20,0.07128205299377441
3,7,2,22,0.0695037603378296
3,7,2,24,0.07321560382843018
3,7,2,26,0.07210714817047119
3,7,2,28,0.07627236843109131
3,7,2,30,0.07185392379760742
3,7,2,32,0.07456886768341064
3,7,2,34,0.07418508529663086
3,7,2,36,0.07527148723602295
3,7,2,38,0.07230103015899658
3,7,2,40,0.0740128517150879
3,7,3,2,0.11368200778961182
3,7,3,4,0.07584614753723144
3,7,3,6,0.05819566249847412
3,7,3,8,0.05099368095397949
3,7,3,10,0.0534569263458252
3,7,3,12,0.05202350616455078
3,7,3,14,0.055363583564758304
3,7,3,16,0.05891761779785156
3,7,3,18,0.05948116779327393
3,7,3,20,0.057950520515441896
3,7,3,22,0.05644068717956543
3,7,3,24,0.06048145294189453
3,7,3,26,0.059282445907592775
3,7,3,28,0.06169700622558594
3,7,3,30,0.06097807884216309
3,7,3,32,0.06103749275207519
3,7,3,34,0.061783671379089355
3,7,3,36,0.06452012062072754
3,7,3,38,0.06545546054840087
3,7,3,40,0.062489867210388184
3,7,4,2,0.11428952217102051
3,7,4,4,0.07337038516998291
3,7,4,6,0.05675420761108398
3,7,4,8,0.05162310600280762
3,7,4,10,0.052092909812927246
3,7,4,12,0.051915550231933595
3,7,4,14,0.05276675224304199
3,7,4,16,0.05416173934936523
3,7,4,18,0.05773746967315674
3,7,4,20,0.057941627502441403
3,7,4,22,0.05616629123687744
3,7,4,24,0.060138607025146486
3,7,4,26,0.058543276786804196
3,7,4,28,0.06075398921966553
3,7,4,30,0.05978114604949951
3,7,4,32,0.061572813987731935
3,7,4,34,0.060920000076293945
3,7,4,36,0.06223528385162354
3,7,4,38,0.06345860958099366
3,7,4,40,0.06761744022369384
3,7,5,2,0.11754169464111328
3,7,5,4,0.07504873275756836
3,7,5,6,0.0577033519744873
3,7,5,8,0.052977371215820315
3,7,5,10,0.051182222366333005
3,7,5,12,0.050318002700805664
3,7,5,14,0.0502108097076416
3,7,5,16,0.05728657245635986
3,7,5,18,0.05649077892303467
3,7,5,20,0.05194268226623535
3,7,5,22,0.056805658340454104
3,7,5,24,0.05897433757781982
3,7,5,26,0.06060817241668701
3,7,5,28,0.061552023887634276
3,7,5,30,0.062096595764160156
3,7,5,32,0.06436498165130615
3,7,5,34,0.06435260772705079
3,7,5,36,0.06241476535797119
3,7,5,38,0.06255402565002441
3,7,5,40,0.06281378269195556
3,7,6,2,0.11611926555633545
3,7,6,4,0.0723351001739502
3,7,6,6,0.05856068134307861
3,7,6,8,0.0527134895324707
3,7,6,10,0.05381300449371338
3,7,6,12,0.051888465881347656
3,7,6,14,0.0540203332901001
3,7,6,16,0.054012513160705565
3,7,6,18,0.0585634708404541
3,7,6,20,0.055397748947143555
3,7,6,22,0.057595014572143555
3,7,6,24,0.05815722942352295
3,7,6,26,0.05810112953186035
3,7,6,28,0.058561849594116214
3,7,6,30,0.06162638664245605
3,7,6,32,0.06296498775482177
3,7,6,34,0.06483275890350342
3,7,6,36,0.06436357498168946
3,7,6,38,0.06268124580383301
3,7,6,40,0.06339881420135499
3,7,7,2,0.11656556129455567
3,7,7,4,0.07366330623626709
3,7,7,6,0.058350753784179685
3,7,7,8,0.054917430877685545
3,7,7,10,0.05121028423309326
3,7,7,12,0.05327506065368652
3,7,7,14,0.0536914587020874
3,7,7,16,0.05299134254455566
3,7,7,18,0.0613863468170166
3,7,7,20,0.05457737445831299
3,7,7,22,0.054643654823303224
3,7,7,24,0.0554295539855957
3,7,7,26,0.06183438301086426
3,7,7,28,0.06256659030914306
3,7,7,30,0.058840274810791016
3,7,7,32,0.061981821060180665
3,7,7,34,0.06218726634979248
3,7,7,36,0.06102080345153808
3,7,7,38,0.061126422882080075
3,7,7,40,0.0645073413848877
3,7,8,2,0.1150395393371582
3,7,8,4,0.07279095649719239
3,7,8,6,0.0581355094909668
3,7,8,8,0.05338797569274902
3,7,8,10,0.05102376937866211
3,7,8,12,0.054252028465270996
3,7,8,14,0.05335910320281982
3,7,8,16,0.05623927116394043
3,7,8,18,0.0568122386932373
3,7,8,20,0.05577130317687988
3,7,8,22,0.055575776100158694
3,7,8,24,0.058871674537658694
3,7,8,26,0.06124274730682373
3,7,8,28,0.059420084953308104
3,7,8,30,0.06067991256713867
3,7,8,32,0.06039905548095703
3,7,8,34,0.06437654495239258
3,7,8,36,0.06213250160217285
3,7,8,38,0.05992910861968994
3,7,8,40,0.06504535675048828
3,8,0,1,0.20020103454589844
3,8,1,2,0.14475469589233397
3,8,1,4,0.10939836502075195
3,8,1,6,0.10033617019653321
3,8,1,8,0.09617362022399903
3,8,1,10,0.09606618881225586
3,8,1,12,0.0978435754776001
3,8,1,14,0.0965543270111084
3,8,1,16,0.09638476371765137
3,8,1,18,0.09559783935546876
3,8,1,20,0.09658560752868653
3,8,1,22,0.09539167881011963
3,8,1,24,0.09806733131408692
3,8,1,26,0.09761123657226563
3,8,1,28,0.0965989351272583
3,8,1,30,0.09845919609069824
3,8,1,32,0.09702143669128419
3,8,1,34,0.09520668983459472
3,8,1,36,0.09619250297546386
3,8,1,38,0.09602565765380859
3,8,1,40,0.09517550468444824
3,8,2,2,0.13731539249420166
3,8,2,4,0.08946068286895752
3,8,2,6,0.07535395622253419
3,8,2,8,0.06913471221923828
3,8,2,10,0.06805498600006103
3,8,2,12,0.06980137825012207
3,8,2,14,0.0717470407485962
3,8,2,16,0.07273483276367188
3,8,2,18,0.07382698059082031
3,8,2,20,0.0704688549041748
3,8,2,22,0.06911125183105468
3,8,2,24,0.07271044254302979
3,8,2,26,0.07113361358642578
3,8,2,28,0.07648391723632812
3,8,2,30,0.07412335872650147
3,8,2,32,0.07403135299682617
3,8,2,34,0.07641305923461914
3,8,2,36,0.07507164478302002
3,8,2,38,0.07844197750091553
3,8,2,40,0.07380738258361816
3,8,3,2,0.1451200246810913
3,8,3,4,0.0884476900100708
3,8,3,6,0.07325198650360107
3,8,3,8,0.06303539276123046
3,8,3,10,0.05982964038848877
3,8,3,12,0.0560492992401123
3,8,3,14,0.05631186962127686
3,8,3,16,0.06322658061981201
3,8,3,18,0.06138143539428711
3,8,3,20,0.05951261520385742
3,8,3,22,0.05942656993865967
3,8,3,24,0.06261498928070068
3,8,3,26,0.06634788513183594
3,8,3,28,0.06588511466979981
3,8,3,30,0.06560819149017334
3,8,3,32,0.06771602630615234
3,8,3,34,0.06912264823913575
3,8,3,36,0.06942570209503174
3,8,3,38,0.0686981201171875
3,8,3,40,0.07039163112640381
3,8,4,2,0.14560775756835936
3,8,4,4,0.09021334648132324
3,8,4,6,0.07196080684661865
3,8,4,8,0.058393335342407225
3,8,4,10,0.054521584510803224
3,8,4,12,0.055136251449584964
3,8,4,14,0.057389688491821286
3,8,4,16,0.055725717544555665
3,8,4,18,0.057224178314208986
3,8,4,20,0.05722804069519043
3,8,4,22,0.057810091972351076
3,8,4,24,0.06013133525848389
3,8,4,26,0.06171185970306396
3,8,4,28,0.06595101356506347
3,8,4,30,0.06723155975341796
3,8,4,32,0.06692936420440673
3,8,4,34,0.06588919162750244
3,8,4,36,0.06514518260955811
3,8,4,38,0.06841301918029785
3,8,4,40,0.06856315135955811
3,8,5,2,0.14389636516571044
3,8,5,4,0.08813772201538086
3,8,5,6,0.07228987216949463
3,8,5,8,0.05921027660369873
3,8,5,10,0.057308101654052736
3,8,5,12,0.056959795951843264
3,8,5,14,0.05392296314239502
3,8,5,16,0.05842461585998535
3,8,5,18,0.0598301887512207
3,8,5,20,0.05776834487915039
3,8,5,22,0.05985527038574219
3,8,5,24,0.06002750396728516
3,8,5,26,0.06469178199768066
3,8,5,28,0.06511580944061279
3,8,5,30,0.06774976253509521
3,8,5,32,0.06843111515045167
3,8,5,34,0.06759536266326904
3,8,5,36,0.06627039909362793
3,8,5,38,0.06799197196960449
3,8,5,40,0.06722643375396728
3,8,6,2,0.1557819128036499
3,8,6,4,0.09280345439910889
3,8,6,6,0.07047631740570068
3,8,6,8,0.06157095432281494
3,8,6,10,0.055669426918029785
3,8,6,12,0.05719990730285644
3,8,6,14,0.0561826229095459
3,8,6,16,0.05632398128509521
3,8,6,18,0.05836985111236572
3,8,6,20,0.06306989192962646
3,8,6,22,0.06151535511016846
3,8,6,24,0.06276919841766357
3,8,6,26,0.0657918930053711
3,8,6,28,0.06399493217468262
3,8,6,30,0.0646620512008667
3,8,6,32,0.0648688554763794
3,8,6,34,0.0658848762512207
3,8,6,36,0.06618115901947022
3,8,6,38,0.06664259433746338
3,8,6,40,0.0676128625869751
3,8,7,2,0.14596972465515137
3,8,7,4,0.08896512985229492
3,8,7,6,0.0722724199295044
3,8,7,8,0.06062395572662353
3,8,7,10,0.05767946243286133
3,8,7,12,0.05644025802612305
3,8,7,14,0.05606675148010254
3,8,7,16,0.05819969177246094
3,8,7,18,0.059392261505126956
3,8,7,20,0.058565187454223636
3,8,7,22,0.05911095142364502
3,8,7,24,0.060905861854553225
3,8,7,26,0.062466979026794434
3,8,7,28,0.06744258403778076
3,8,7,30,0.06423678398132324
3,8,7,32,0.06340150833129883
3,8,7,34,0.06924128532409668
3,8,7,36,0.0671339750289917
3,8,7,38,0.0659592866897583
3,8,7,40,0.06829404830932617
3,8,8,2,0.1459104061126709
3,8,8,4,0.08815765380859375
3,8,8,6,0.07078814506530762
3,8,8,8,0.06127297878265381
3,8,8,10,0.0559992790222168
3,8,8,12,0.05466108322143555
3,8,8,14,0.05458223819732666
3,8,8,16,0.05740299224853516
3,8,8,18,0.06020123958587646
3,8,8,20,0.05884284973144531
3,8,8,22,0.060834312438964845
3,8,8,24,0.060182785987854
3,8,8,26,0.06335985660552979
3,8,8,28,0.0630798578262329
3,8,8,30,0.06361222267150879
3,8,8,32,0.0652040719985962
3,8,8,34,0.06498131752014161
3,8,8,36,0.06697704792022705
3,8,8,38,0.06589963436126708
3,8,8,40,0.06873650550842285
3,9,0,1,0.23269484043121338
3,9,1,2,0.16163649559020996
3,9,1,4,0.11817364692687989
3,9,1,6,0.10420775413513184
3,9,1,8,0.10028529167175293
3,9,1,10,0.09852964878082275
3,9,1,12,0.09863924980163574
3,9,1,14,0.09967103004455566
3,9,1,16,0.09974908828735352
3,9,1,18,0.09999551773071289
3,9,1,20,0.098144793510437
3,9,1,22,0.09830281734466553
3,9,1,24,0.09945502281188964
3,9,1,26,0.09863409996032715
3,9,1,28,0.09902348518371581
3,9,1,30,0.09909400939941407
3,9,1,32,0.09818508625030517
3,9,1,34,0.09808294773101807
3,9,1,36,0.09881532192230225
3,9,1,38,0.09986894130706787
3,9,1,40,0.09822907447814941
3,9,2,2,0.15794308185577394
3,9,2,4,0.10434856414794921
3,9,2,6,0.09055697917938232
3,9,2,8,0.08307514190673829
3,9,2,10,0.0831610918045044
3,9,2,12,0.0837083101272583
3,9,2,14,0.08252017498016358
3,9,2,16,0.08561666011810302
3,9,2,18,0.08614072799682618
3,9,2,20,0.08322432041168212
3,9,2,22,0.08259007930755616
3,9,2,24,0.08287465572357178
3,9,2,26,0.08413560390472412
3,9,2,28,0.08925037384033203
3,9,2,30,0.08733375072479248
3,9,2,32,0.08810491561889648
3,9,2,34,0.09345471858978271
3,9,2,36,0.08976037502288818
3,9,2,38,0.08903284072875976
3,9,2,40,0.0899768352508545
3,9,3,2,0.16595382690429689
3,9,3,4,0.1040269374847412
3,9,3,6,0.08100254535675049
3,9,3,8,0.07098631858825684
3,9,3,10,0.06960809230804443
3,9,3,12,0.07208902835845947
3,9,3,14,0.07323811054229737
3,9,3,16,0.07054314613342286
3,9,3,18,0.07193832397460938
3,9,3,20,0.07309427261352539
3,9,3,22,0.07226345539093018
3,9,3,24,0.07428898811340331
3,9,3,26,0.07637364864349365
3,9,3,28,0.07673811912536621
3,9,3,30,0.07910780906677246
3,9,3,32,0.07832639217376709
3,9,3,34,0.07814891338348388
3,9,3,36,0.07828524112701415
3,9,3,38,0.08301301002502441
3,9,3,40,0.0807405948638916
3,9,4,2,0.16499707698822022
3,9,4,4,0.10165364742279052
3,9,4,6,0.07867867946624756
3,9,4,8,0.06768465042114258
3,9,4,10,0.06522884368896484
3,9,4,12,0.06622684001922607
3,9,4,14,0.06810562610626221
3,9,4,16,0.06627368927001953
3,9,4,18,0.0673938512802124
3,9,4,20,0.06762616634368897
3,9,4,22,0.06854588985443115
3,9,4,24,0.06799418926239013
3,9,4,26,0.07348711490631103
3,9,4,28,0.07532749176025391
3,9,4,30,0.07418088912963867
3,9,4,32,0.07630784511566162
3,9,4,34,0.07303578853607177
3,9,4,36,0.07279775142669678
3,9,4,38,0.07752532958984375
3,9,4,40,0.07465312480926514
3,9,5,2,0.17980144023895264
3,9,5,4,0.10499825477600097
3,9,5,6,0.08141872882843018
3,9,5,8,0.06922450065612792
3,9,5,10,0.06711907386779785
3,9,5,12,0.06650335788726806
3,9,5,14,0.06509525775909424
3,9,5,16,0.06746680736541748
3,9,5,18,0.06909124851226807
3,9,5,20,0.06737058162689209
3,9,5,22,0.07092545032501221
3,9,5,24,0.07047014236450196
3,9,5,26,0.06791489124298096
3,9,5,28,0.0710982322692871
3,9,5,30,0.07232530117034912
3,9,5,32,0.07322344779968262
3,9,5,34,0.0741910457611084
3,9,5,36,0.07583599090576172
3,9,5,38,0.07519137859344482
3,9,5,40,0.07890567779541016
3,9,6,2,0.1706458806991577
3,9,6,4,0.1028282880783081
3,9,6,6,0.08075950145721436
3,9,6,8,0.06970002651214599
3,9,6,10,0.06643760204315186
3,9,6,12,0.07101540565490723
3,9,6,14,0.0675762414932251
3,9,6,16,0.06797959804534912
3,9,6,18,0.0699376106262207
3,9,6,20,0.06874854564666748
3,9,6,22,0.0709846019744873
3,9,6,24,0.07272419929504395
3,9,6,26,0.0719834566116333
3,9,6,28,0.07185258865356445
3,9,6,30,0.07280116081237793
3,9,6,32,0.07445306777954101
3,9,6,34,0.07429647445678711
3,9,6,36,0.07568414211273193
3,9,6,38,0.07530293464660645
3,9,6,40,0.07781031131744384
3,9,7,2,0.16852147579193116
3,9,7,4,0.10331850051879883
3,9,7,6,0.08014466762542724
3,9,7,8,0.06783850193023681
3,9,7,10,0.06551544666290283
3,9,7,12,0.067108416557312
3,9,7,14,0.06429762840270996
3,9,7,16,0.06835253238677978
3,9,7,18,0.0678452730178833
3,9,7,20,0.06527276039123535
3,9,7,22,0.06762313842773438
3,9,7,24,0.0689476728439331
3,9,7,26,0.07129905223846436
3,9,7,28,0.06990914344787598
3,9,7,30,0.07277920246124267
3,9,7,32,0.0722055196762085
3,9,7,34,0.07331960201263428
3,9,7,36,0.07315654754638672
3,9,7,38,0.07536756992340088
3,9,7,40,0.07959244251251221
3,9,8,2,0.16891586780548096
3,9,8,4,0.10129015445709229
3,9,8,6,0.08034427165985107
3,9,8,8,0.06995940208435059
3,9,8,10,0.06576595306396485
3,9,8,12,0.06608102321624756
3,9,8,14,0.0653688669204712
3,9,8,16,0.06957056522369384
3,9,8,18,0.06724576950073242
3,9,8,20,0.06888563632965088
3,9,8,22,0.073555326461792
3,9,8,24,0.06976099014282226
3,9,8,26,0.07211694717407227
3,9,8,28,0.07666394710540772
3,9,8,30,0.07573704719543457
3,9,8,32,0.08017253875732422
3,9,8,34,0.07243282794952392
3,9,8,36,0.07561614513397216
3,9,8,38,0.07558240890502929
3,9,8,40,0.07539000511169433
3,10,0,1,0.3225270986557007
3,10,1,2,0.18562572002410888
3,10,1,4,0.14006648063659669
3,10,1,6,0.1347947359085083
3,10,1,8,0.13328726291656495
3,10,1,10,0.13397746086120604
3,10,1,12,0.13300089836120604
3,10,1,14,0.1339719295501709
3,10,1,16,0.1328436851501465
3,10,1,18,0.1342189073562622
3,10,1,20,0.13355376720428466
3,10,1,22,0.13223714828491212
3,10,1,24,0.13524219989776612
3,10,1,26,0.133500337600708
3,10,1,28,0.13355529308319092
3,10,1,30,0.13446295261383057
3,10,1,32,0.13249754905700684
3,10,1,34,0.13275771141052245
3,10,1,36,0.13345818519592284
3,10,1,38,0.13331317901611328
3,10,1,40,0.13377699851989747
3,10,2,2,0.18057470321655272
3,10,2,4,0.1200002908706665
3,10,2,6,0.10015578269958496
3,10,2,8,0.09766521453857421
3,10,2,10,0.09514665603637695
3,10,2,12,0.09810020923614501
3,10,2,14,0.09734911918640136
3,10,2,16,0.09993624687194824
3,10,2,18,0.09915227890014648
3,10,2,20,0.09642190933227539
3,10,2,22,0.09347012042999267
3,10,2,24,0.09575567245483399
3,10,2,26,0.09706156253814698
3,10,2,28,0.1015279769897461
3,10,2,30,0.0971914291381836
3,10,2,32,0.09882616996765137
3,10,2,34,0.10358879566192628
3,10,2,36,0.10238490104675294
3,10,2,38,0.10049359798431397
3,10,2,40,0.10506694316864014
3,10,3,2,0.1915724515914917
3,10,3,4,0.1176384449005127
3,10,3,6,0.09662508964538574
3,10,3,8,0.08490447998046875
3,10,3,10,0.07972140312194824
3,10,3,12,0.08343229293823243
3,10,3,14,0.08209631443023682
3,10,3,16,0.08576231002807617
3,10,3,18,0.08227543830871582
3,10,3,20,0.0847151517868042
3,10,3,22,0.08047523498535156
3,10,3,24,0.08493525981903076
3,10,3,26,0.08183512687683106
3,10,3,28,0.08880815505981446
3,10,3,30,0.08985869884490967
3,10,3,32,0.0887460470199585
3,10,3,34,0.0900538444519043
3,10,3,36,0.08970677852630615
3,10,3,38,0.08896822929382324
3,10,3,40,0.09194035530090332
3,10,4,2,0.1945032835006714
3,10,4,4,0.11611700057983398
3,10,4,6,0.09274718761444092
3,10,4,8,0.07858042716979981
3,10,4,10,0.0727616548538208
3,10,4,12,0.07352597713470459
3,10,4,14,0.07649803161621094
3,10,4,16,0.07969262599945068
3,10,4,18,0.07958948612213135
3,10,4,20,0.08157792091369628
3,10,4,22,0.07844252586364746
3,10,4,24,0.07913753986358643
3,10,4,26,0.08319082260131835
3,10,4,28,0.08540143966674804
3,10,4,30,0.08565478324890137
3,10,4,32,0.08445444107055664
3,10,4,34,0.08583624362945556
3,10,4,36,0.08659374713897705
3,10,4,38,0.0852768898010254
3,10,4,40,0.08687834739685059
3,10,5,2,0.19219231605529785
3,10,5,4,0.11811330318450927
3,10,5,6,0.09126689434051513
3,10,5,8,0.0766061782836914
3,10,5,10,0.07350015640258789
3,10,5,12,0.07588553428649902
3,10,5,14,0.07659969329833985
3,10,5,16,0.07772612571716309
3,10,5,18,0.07711951732635498
3,10,5,20,0.07913384437561036
3,10,5,22,0.07348682880401611
3,10,5,24,0.07954885959625244
3,10,5,26,0.08044989109039306
3,10,5,28,0.08070025444030762
3,10,5,30,0.08269608020782471
3,10,5,32,0.08653082847595214
3,10,5,34,0.08677873611450196
3,10,5,36,0.08835775852203369
3,10,5,38,0.08619279861450195
3,10,5,40,0.08862836360931396
3,10,6,2,0.195637845993042
3,10,6,4,0.12029972076416015
3,10,6,6,0.09506456851959229
3,10,6,8,0.07656626701354981
3,10,6,10,0.07556757926940919
3,10,6,12,0.0744586706161499
3,10,6,14,0.07606277465820313
3,10,6,16,0.07681989669799805
3,10,6,18,0.07681868076324463
3,10,6,20,0.07618796825408936
3,10,6,22,0.07902581691741943
3,10,6,24,0.07726509571075439
3,10,6,26,0.08197124004364013
3,10,6,28,0.08198440074920654
3,10,6,30,0.08536672592163086
3,10,6,32,0.08718135356903076
3,10,6,34,0.08287489414215088
3,10,6,36,0.08232934474945068
3,10,6,38,0.08613827228546142
3,10,6,40,0.08823497295379638
3,10,7,2,0.2066542387008667
3,10,7,4,0.12210700511932374
3,10,7,6,0.09390618801116943
3,10,7,8,0.08031954765319824
3,10,7,10,0.07378129959106446
3,10,7,12,0.07673280239105225
3,10,7,14,0.07660098075866699
3,10,7,16,0.077266263961792
3,10,7,18,0.07848308086395264
3,10,7,20,0.0805499792098999
3,10,7,22,0.07566640377044678
3,10,7,24,0.0781315803527832
3,10,7,26,0.08196442127227783
3,10,7,28,0.08061096668243409
3,10,7,30,0.0844949722290039
3,10,7,32,0.08296949863433838
3,10,7,34,0.08484134674072266
3,10,7,36,0.08698194026947022
3,10,7,38,0.08529586791992187
3,10,7,40,0.08697896003723145
3,10,8,2,0.18917853832244874
3,10,8,4,0.1177137851715088
3,10,8,6,0.09427788257598876
3,10,8,8,0.07659239768981933
3,10,8,10,0.0718994379043579
3,10,8,12,0.07461009025573731
3,10,8,14,0.071712327003479
3,10,8,16,0.075683331489563
3,10,8,18,0.07758870124816894
3,10,8,20,0.07666478157043458
3,10,8,22,0.07694437503814697
3,10,8,24,0.07707819938659669
3,10,8,26,0.07874505519866944
3,10,8,28,0.08153071403503417
3,10,8,30,0.08133633136749267
3,10,8,32,0.08269956111907958
3,10,8,34,0.08276870250701904
3,10,8,36,0.08517391681671142
3,10,8,38,0.0862302303314209
3,10,8,40,0.08288023471832276
3,11,0,1,0.4020207166671753
3,11,1,2,0.2689180850982666
3,11,1,4,0.19088339805603027
3,11,1,6,0.16602764129638672
3,11,1,8,0.15927884578704835
3,11,1,10,0.16063470840454103
3,11,1,12,0.1591492176055908
3,11,1,14,0.15925264358520508
3,11,1,16,0.1586388349533081
3,11,1,18,0.15801587104797363
3,11,1,20,0.15760576725006104
3,11,1,22,0.15794816017150878
3,11,1,24,0.15697033405303956
3,11,1,26,0.15688619613647461
3,11,1,28,0.156830358505249
3,11,1,30,0.1580188274383545
3,11,1,32,0.1576828956604004
3,11,1,34,0.15799026489257811
3,11,1,36,0.15887348651885985
3,11,1,38,0.15784187316894532
3,11,1,40,0.15833063125610353
3,11,2,2,0.2518160343170166
3,11,2,4,0.15945370197296144
3,11,2,6,0.13985567092895507
3,11,2,8,0.12455649375915527
3,11,2,10,0.1189039945602417
3,11,2,12,0.118210768699646
3,11,2,14,0.11618597507476806
3,11,2,16,0.13279225826263427
3,11,2,18,0.11945619583129882
3,11,2,20,0.11714479923248292
3,11,2,22,0.12088429927825928
3,11,2,24,0.11901764869689942
3,11,2,26,0.12200675010681153
3,11,2,28,0.12129330635070801
3,11,2,30,0.12489221096038819
3,11,2,32,0.12175049781799316
3,11,2,34,0.1277641773223877
3,11,2,36,0.1241140604019165
3,11,2,38,0.1275010585784912
3,11,2,40,0.12570886611938475
3,11,3,2,0.2644035339355469
3,11,3,4,0.1621225118637085
3,11,3,6,0.13439383506774902
3,11,3,8,0.11128504276275634
3,11,3,10,0.10115110874176025
3,11,3,12,0.10366597175598144
3,11,3,14,0.10221333503723144
3,11,3,16,0.10585417747497558
3,11,3,18,0.10415935516357422
3,11,3,20,0.09968953132629395
3,11,3,22,0.09791777133941651
3,11,3,24,0.1026449203491211
3,11,3,26,0.10205948352813721
3,11,3,28,0.10359609127044678
3,11,3,30,0.10532441139221191
3,11,3,32,0.10615081787109375
3,11,3,34,0.10474777221679688
3,11,3,36,0.10870685577392578
3,11,3,38,0.10818490982055665
3,11,3,40,0.11302394866943359
3,11,4,2,0.2760376691818237
3,11,4,4,0.1657331943511963
3,11,4,6,0.13110096454620362
3,11,4,8,0.11008186340332031
3,11,4,10,0.10085585117340087
3,11,4,12,0.09915964603424073
3,11,4,14,0.09839918613433837
3,11,4,16,0.09794447422027588
3,11,4,18,0.10099313259124756
3,11,4,20,0.0957632303237915
3,11,4,22,0.09534218311309814
3,11,4,24,0.10059120655059814
3,11,4,26,0.09975166320800781
3,11,4,28,0.10215599536895752
3,11,4,30,0.09980182647705078
3,11,4,32,0.10114367008209228
3,11,4,34,0.10147151947021485
3,11,4,36,0.10203580856323242
3,11,4,38,0.10574576854705811
3,11,4,40,0.10604753494262695
3,11,5,2,0.2895150899887085
3,11,5,4,0.16683189868927
3,11,5,6,0.13158881664276123
3,11,5,8,0.10933282375335693
3,11,5,10,0.09632008075714112
3,11,5,12,0.09987308979034423
3,11,5,14,0.09952366352081299
3,11,5,16,0.09726526737213134
3,11,5,18,0.09563488960266113
3,11,5,20,0.096417236328125
3,11,5,22,0.09646706581115723
3,11,5,24,0.09712450504302979
3,11,5,26,0.10103607177734375
3,11,5,28,0.09906997680664062
3,11,5,30,0.10028822422027588
3,11,5,32,0.10807626247406006
3,11,5,34,0.10464613437652588
3,11,5,36,0.09948413372039795
3,11,5,38,0.1044968843460083
3,11,5,40,0.10635056495666503
3,11,6,2,0.26873810291290284
3,11,6,4,0.1665478229522705
3,11,6,6,0.12732620239257814
3,11,6,8,0.11148500442504883
3,11,6,10,0.1001814603805542
3,11,6,12,0.10002274513244629
3,11,6,14,0.0964247465133667
3,11,6,16,0.09748766422271729
3,11,6,18,0.09905059337615967
3,11,6,20,0.09623489379882813
3,11,6,22,0.09323818683624267
3,11,6,24,0.09837238788604737
3,11,6,26,0.09792754650115967
3,11,6,28,0.10188083648681641
3,11,6,30,0.1013913869857788
3,11,6,32,0.10198400020599366
3,11,6,34,0.10302922725677491
3,11,6,36,0.10385918617248535
3,11,6,38,0.10475268363952636
3,11,6,40,0.10800349712371826
3,11,7,2,0.2756208896636963
3,11,7,4,0.16861085891723632
3,11,7,6,0.1314415454864502
3,11,7,8,0.10887987613677978
3,11,7,10,0.10311734676361084
3,11,7,12,0.1009706974029541
3,11,7,14,0.097285795211792
3,11,7,16,0.09841029644012451
3,11,7,18,0.0915264368057251
3,11,7,20,0.09570798873901368
3,11,7,22,0.09274499416351319
3,11,7,24,0.09701793193817139
3,11,7,26,0.0995074987411499
3,11,7,28,0.09738490581512452
3,11,7,30,0.10108582973480225
3,11,7,32,0.1026383638381958
3,11,7,34,0.10443916320800781
3,11,7,36,0.10143454074859619
3,11,7,38,0.10556364059448242
3,11,7,40,0.10683989524841309
